0	20.35914	12.92624	-20.35914	28.78733	2
1	40.71827	-15.86109	-20.35914	-30.0721	2
2	61.07741	14.21101	-20.35914	-18.06194	2
3	101.79569	-5.14638	-20.35914	-11.14165	2
4	122.15483	5.99527	-20.35913	-10.41193	2
5	142.51396	16.4072	-20.35914	18.45187	2
6	162.8731	-2.04466	-20.35914	-14.44521	2
7	203.59138	22.29866	-20.35913	10.43671	2
8	223.95051	11.86195	-20.35914	6.95464	2
9	244.30965	4.90731	-20.35914	-12.20934	2
10	264.66879	17.11665	-20.35914	-31.16126	2
11	305.38706	-5.42601	-20.35914	-8.09776	2
12	325.7462	2.67175	-20.35914	-10.71591	2
13	346.10534	13.38766	-20.35914	-1.20973	2
14	366.46448	14.59739	-20.35913	-0.28979	2
15	407.18275	6.63809	-20.35914	-0.91218	2
16	427.54189	7.55027	-20.35914	3.02051	2
17	447.90103	4.52976	-20.35913	-7.31039	2
18	468.26016	11.84015	-20.35914	-42.14856	2
19	508.97844	103.93585	-20.35914	106.42332	2
20	529.33758	-2.48746	-20.35913	-33.73771	2
21	549.69671	31.25024	-20.35914	5.94295	2
22	570.05585	25.3073	-20.35914	0.41689	2
23	610.77413	24.64437	-20.35913	21.36708	2
24	631.13326	3.27729	-20.35914	-2.86191	2
25	651.4924	6.1392	-20.35914	-13.2197	2
26	671.85154	19.35889	-20.35914	13.88925	2
27	712.56981	6.43558	-20.35914	4.50543	2
28	732.92895	1.93015	-20.35914	-3.67397	2
29	753.28809	5.60412	-20.35914	2.77411	2
30	773.64723	2.83001	-20.35913	2.45237	2
31	814.3655	5.32754	-20.35914	-5.10194	2
32	834.72464	10.42947	-20.35914	1.33139	2
33	855.08378	9.09809	-20.35914	2.85733	2
34	875.44292	6.24076	-20.35913	-4.15389	2
35	916.16119	-1.62657	-20.35914	-13.58813	2
36	936.52033	11.96156	-20.35914	9.59603	2
37	956.87947	2.36553	-20.35913	-6.96021	2
38	977.2386	9.32574	-20.35914	-3.20368	2
39	1017.9569	0.99695	-20.3591	-3.05936	2
40	1038.316	4.05631	-20.3592	-17.30745	2
41	1058.6752	21.36376	-20.3591	14.74942	2
42	1079.0343	6.61433	-20.3591	1.6026	2
43	1119.7526	9.38503	-20.3591	-25.38932	2
44	1140.1117	34.77435	-20.3591	15.20329	2
45	1160.4708	19.57106	-20.3592	-6.57127	2
46	1180.83	26.14233	-20.3591	21.68603	2
47	1221.5483	5.84275	-20.3591	-2.17964	2
48	1241.9074	8.02239	-20.3591	7.47384	2
49	1262.2665	0.54855	-20.3592	1.12075	2
50	1282.6257	-0.5722	-20.3591	-12.73343	2
51	1323.3439	2.89477	-20.3592	-12.24651	2
52	1343.7031	15.14127	-20.3591	5.35552	2
53	1364.0622	9.78575	-20.3592	7.1101	2
54	1384.4214	2.67565	-20.3591	1.8935	2
55	1425.1396	5.73076	-20.3592	-3.30507	2
56	1445.4988	9.03583	-20.3591	-20.09142	2
57	1465.8579	29.12725	-20.3591	22.36615	2
58	1486.217	6.7611	-20.3592	-3.86986	2
59	1526.9353	43.69964	-20.3592	30.86246	2
60	1547.2945	12.83718	-20.3591	-4.22573	2
61	1567.6536	17.06291	-20.3591	4.60518	2
62	1588.0127	12.45773	-20.3592	-2.8377	2
63	1628.731	0.72261	-20.3591	-1.59129	2
64	1649.0901	2.31391	-20.3592	-7.30765	2
65	1669.4493	9.62155	-20.3591	9.82252	2
66	1689.8084	-0.20097	-20.3592	2.60262	2
67	1730.5267	-0.23412	-20.3591	-4.06719	2
68	1750.8858	3.83307	-20.3592	1.78984	2
69	1771.245	2.04323	-20.3591	-0.58397	2
70	1791.6041	2.62721	-20.3591	2.38728	2
71	1832.3224	5.25501	-20.3591	3.19596	2
72	1852.6815	2.05905	-20.3592	-0.84036	2
73	1873.0407	2.89941	-20.3591	0.61274	2
74	1893.3998	2.28667	-20.3591	-0.73349	2
75	1934.1181	4.58523	-20.3591	0.0317	2
76	1954.4772	4.55352	-20.3591	-0.43509	2
77	1974.8363	4.98862	-20.3592	-0.8319	2
78	1995.1955	5.82052	-20.3591	-0.59295	2
79	2035.9138	6.81253	-20.3591	-0.24169	2
80	2056.2729	7.05422	-20.3591	2.05818	2
81	2076.632	4.99604	-20.3592	-2.09782	2
82	2096.9912	7.09386	-20.3591	2.1392	2
